CONCURSO,R1,R2,R3,R4,R5,R6,R7,BOLSA,FECHA
910,17,28,31,36,37,41,4,12000000,25/08/1996
909,16,30,31,35,36,42,27,9000000,21/08/1996
908,7,18,22,30,31,44,29,6000000,18/08/1996
907,15,17,21,23,25,30,35,5000000,14/08/1996
906,2,5,10,18,37,41,16,4000000,11/8/96
905,5,9,13,22,29,35,39,7000000,7/8/96
904,2,10,11,13,16,19,31,6000000,4/8/96
903,1,10,11,21,34,40,12,5000000,31/07/1996
902,2,6,10,23,39,42,15,4000000,28/07/1996
901,4,7,9,12,14,44,2,14000000,24/07/1996
900,3,7,18,26,34,38,33,10000000,21/07/1996
899,1,2,4,17,26,41,21,7000000,17/07/1996
898,12,20,27,34,36,41,11,6000000,14/07/1996
897,4,25,28,29,30,32,7,5000000,10/7/96
896,8,21,24,27,28,31,12,4000000,7/7/96
895,3,9,16,29,35,42,33,15000000,3/7/96
894,1,4,20,30,31,39,43,12000000,30/06/1996
893,8,18,21,31,34,43,15,9000000,26/06/1996
892,6,11,33,34,38,40,9,7000000,23/06/1996
891,2,4,5,7,23,42,28,6000000,19/06/1996
890,9,27,32,38,40,41,29,5000000,16/06/1996
889,13,14,15,16,17,18,19,4000000,12/6/96
888,2,3,16,19,20,38,31,6000000,9/6/96
887,5,9,23,35,37,43,19,5000000,5/6/96
886,2,5,13,17,23,26,30,4000000,2/6/96
885,1,6,12,13,27,43,11,14500000,29/05/1996
884,15,23,31,32,36,42,27,12000000,26/05/1996
883,6,13,20,30,36,43,15,9500000,22/05/1996
882,1,3,24,30,38,41,16,8000000,19/05/1996
881,11,14,16,19,24,28,13,6000000,15/05/1996
880,5,13,23,30,33,39,11,5000000,12/5/96
879,18,24,31,34,43,44,39,4000000,8/5/96
878,2,10,17,25,36,43,14,10000000,5/5/96
877,10,16,26,30,35,37,40,7000000,1/5/96
876,7,12,16,20,30,38,29,6000000,28/04/1996
875,3,9,13,15,36,41,28,4000000,24/04/1996
874,13,15,20,25,34,43,41,4000000,21/04/1996
873,9,15,18,21,32,38,29,3500000,17/04/1996
872,12,20,23,24,33,36,37,2500000,14/04/1996
871,4,6,10,15,22,35,30,2000000,10/4/96
870,1,3,8,10,23,30,20,2000000,7/4/96
869,4,5,13,26,28,34,24,11500000,3/4/96
868,5,7,12,30,37,44,3,9000000,31/03/1996
867,4,8,20,23,31,36,2,7000000,27/03/1996
866,1,12,18,22,30,40,14,5000000,24/03/1996
865,1,3,12,19,24,40,21,3500000,20/03/1996
864,13,24,28,30,32,37,27,2500000,17/03/1996
863,5,14,28,36,37,43,32,2000000,13/03/1996
862,5,6,14,36,37,41,3,2500000,10/3/96
861,2,11,17,27,30,31,9,2000000,6/3/96
860,8,11,14,27,40,43,34,5000000,3/3/96
859,12,15,18,20,40,42,2,3500000,28/02/1996
858,12,13,16,17,35,44,32,2500000,25/02/1996
857,4,5,12,18,32,43,1,2000000,21/02/1996
856,10,18,20,33,34,44,11,7000000,18/02/1996
855,7,8,13,17,28,43,20,5000000,14/02/1996
854,1,7,8,38,39,43,34,3500000,11/2/96
853,1,22,25,32,33,40,34,2500000,7/2/96
852,2,11,15,30,34,35,9,2000000,4/2/96
851,5,12,26,28,31,32,42,2000000,31/01/1996
850,7,8,12,29,36,40,19,9000000,28/01/1996
849,5,21,31,33,38,40,28,7000000,24/01/1996
848,6,8,32,35,41,42,3,5000000,21/01/1996
847,4,5,7,24,27,40,11,3500000,17/01/1996
846,13,14,21,24,28,41,42,2500000,14/01/1996
845,19,24,26,28,33,35,39,2000000,10/1/96
844,4,11,13,19,25,32,36,4500000,7/1/96
843,7,19,26,33,36,44,42,3500000,3/1/96
842,6,7,12,14,18,44,20,2500000,31/12/1995
841,5,6,9,17,36,40,2,2000000,27/12/1995
840,7,19,23,24,25,28,20,3500000,24/12/1995
839,2,10,15,18,31,42,6,2500000,20/12/1995
838,4,10,12,22,32,36,38,2000000,17/12/1995
837,2,9,11,15,20,21,43,10000000,13/12/1995
836,1,2,9,11,15,41,38,8000000,10/12/95
835,2,8,18,29,30,37,21,6500000,6/12/95
834,2,9,15,17,31,39,32,5000000,3/12/95
833,6,7,11,30,31,37,14,3500000,29/11/1995
832,7,13,17,33,37,41,40,2500000,26/11/1995
831,1,2,6,20,37,40,8,2000000,22/11/1995
830,6,10,14,33,36,40,15,2000000,19/11/1995
829,1,3,14,20,35,36,25,3500000,15/11/1995
828,8,16,22,27,29,42,34,2500000,12/11/95
827,9,15,16,18,35,44,2,2000000,8/11/95
826,7,8,11,12,26,39,4,7000000,5/11/95
825,7,17,23,26,32,35,12,5500000,1/11/95
824,10,11,17,25,36,37,20,4000000,29/10/1995
823,1,2,11,18,36,40,10,2500000,25/10/1995
822,8,11,24,29,35,44,15,2000000,22/10/1995
821,3,6,18,24,29,35,16,18000000,18/10/1995
820,10,14,30,32,33,44,4,15000000,15/10/1995
819,17,24,28,36,42,43,26,12000000,11/10/95
818,7,8,26,31,34,39,19,9500000,8/10/95
817,3,10,15,25,34,43,21,7500000,4/10/95
816,1,3,14,18,24,35,13,6000000,1/10/95
815,6,13,32,33,40,41,19,4500000,27/09/1995
814,3,9,10,15,40,44,2,3500000,24/09/1995
813,6,15,19,27,29,41,26,2500000,20/09/1995
812,4,8,10,36,38,42,19,2000000,17/09/1995
811,7,13,36,37,40,43,15,6000000,13/09/1995
810,13,16,21,35,36,44,25,4500000,10/9/95
809,5,12,23,30,34,41,13,3500000,6/9/95
808,2,4,7,9,10,24,28,2500000,3/9/95
807,7,20,25,36,37,43,2,2000000,30/08/1995
806,7,16,18,24,36,42,12,3500000,27/08/1995
805,3,11,21,28,31,39,25,2500000,23/08/1995
804,3,5,11,13,35,38,18,2000000,20/08/1995
803,8,17,24,30,37,40,3,3500000,16/08/1995
802,5,7,11,14,18,44,38,2500000,13/08/1995
801,12,23,29,34,36,41,33,2000000,9/8/95
800,3,16,20,31,35,39,6,2000000,6/8/95
799,6,13,22,27,39,40,32,5000000,2/8/95
798,15,16,22,25,32,37,20,3500000,30/07/1995
797,1,20,21,32,40,43,39,2500000,26/07/1995
796,14,20,31,34,38,39,32,2000000,23/07/1995
795,8,24,25,26,35,42,3,2000000,19/07/1995
794,4,7,16,25,27,44,2,19000000,16/07/1995
793,5,20,26,33,34,40,31,15500000,12/7/95
792,1,2,4,7,19,43,31,13000000,9/7/95
791,13,17,22,26,36,37,25,10500000,5/7/95
790,8,10,17,21,37,41,31,8500000,2/7/95
789,6,19,29,33,37,43,36,6800000,28/06/1995
788,4,19,20,28,33,40,39,5500000,25/06/1995
787,2,7,21,23,32,39,25,4200000,21/06/1995
786,9,13,32,33,39,41,21,3000000,18/06/1995
785,5,7,14,20,29,33,10,2300000,14/06/1995
784,7,16,23,31,36,44,29,2000000,11/6/95
783,1,12,22,23,41,43,30,7800000,7/6/95
782,2,6,17,18,29,40,33,6400000,4/6/95
781,2,5,11,38,42,43,7,5200000,31/05/1995
780,9,10,22,23,33,41,25,4000000,28/05/1995
779,13,15,34,35,37,43,32,2800000,24/05/1995
778,1,10,23,26,42,44,3,2300000,21/05/1995
777,2,9,14,16,25,40,6,2000000,17/05/1995
776,2,15,25,27,32,37,4,5000000,14/05/1995
775,4,8,22,24,41,43,42,4000000,10/5/95
774,14,16,26,29,36,37,5,3000000,7/5/95
773,1,2,24,25,27,42,19,2300000,3/5/95
772,1,2,3,17,28,41,34,2000000,30/04/1995
771,5,12,19,25,30,42,29,4000000,26/04/1995
770,21,26,27,28,31,43,42,3000000,23/04/1995
769,1,3,5,6,10,17,37,2300000,19/04/1995
768,1,8,14,15,16,33,5,2000000,16/04/1995
767,2,5,21,23,35,41,38,3300000,12/4/95
766,1,5,6,10,13,19,38,2300000,9/4/95
765,12,14,19,24,34,37,9,2000000,5/4/95
764,5,15,18,37,38,39,34,2000000,2/4/95
763,6,7,18,20,28,37,34,27000000,29/03/1995
762,14,20,21,27,36,43,8,22000000,26/03/1995
761,4,14,21,22,40,41,19,18500000,22/03/1995
760,1,5,15,16,26,28,25,15500000,19/03/1995
759,10,15,16,22,35,37,34,13000000,15/03/1995
758,8,9,15,16,20,36,7,10800000,12/3/95
757,1,7,10,15,25,42,35,9000000,8/3/95
756,4,8,17,27,29,43,34,7300000,5/3/95
755,4,8,11,14,33,39,34,6000000,1/3/95
754,2,12,16,22,23,40,9,4800000,26/02/1995
753,7,8,11,27,38,39,16,3700000,22/02/1995
752,2,21,30,38,40,42,15,2600000,19/02/1995
751,6,28,29,30,32,44,11,2200000,15/02/1995
750,3,9,10,14,16,36,18,2000000,12/2/95
749,2,12,18,20,28,30,15,2000000,8/2/95
748,2,5,26,35,37,40,17,10000000,5/2/95
747,2,14,15,37,41,43,29,8200000,1/2/95
746,2,6,8,30,32,42,11,6700000,29/01/1995
745,11,12,19,36,37,43,24,5500000,25/01/1995
744,1,11,13,14,20,30,21,4400000,22/01/1995
743,1,4,15,21,31,39,5,3400000,18/01/1995
742,4,8,11,25,32,37,34,2500000,15/01/1995
741,5,17,27,28,29,32,23,2200000,11/1/95
740,4,18,19,21,22,32,11,2000000,8/1/95
739,1,2,16,18,30,38,27,3800000,4/1/95
738,6,11,24,26,28,35,15,3000000,1/1/95
737,11,16,23,34,41,44,14,2400000,28/12/1994
736,6,16,17,20,24,29,4,2200000,25/12/1994
735,10,12,16,18,43,44,3,2000000,21/12/1994
734,7,12,22,25,33,42,14,5500000,18/12/1994
733,3,7,16,23,37,44,4,4400000,14/12/1994
732,3,5,20,22,35,44,31,3400000,11/12/94
731,3,4,13,27,30,35,38,2500000,7/12/94
730,2,10,12,22,29,39,1,2200000,4/12/94
729,5,24,33,34,39,41,9,2000000,30/11/1994
728,7,8,11,19,24,29,17,3500000,27/11/1994
727,2,3,14,18,19,23,42,2600000,23/11/1994
726,14,15,20,24,26,42,22,2200000,20/11/1994
725,10,21,23,24,39,42,19,2000000,16/11/1994
724,8,10,13,35,39,41,24,10500000,13/11/1994
723,4,5,6,19,35,36,31,9000000,9/11/94
722,4,5,13,18,19,38,39,7700000,6/11/94
721,2,3,16,17,29,36,8,6600000,2/11/94
720,6,12,13,18,25,29,16,5500000,30/10/1994
719,10,14,17,22,33,44,39,4400000,26/10/1994
718,8,12,13,16,26,43,5,3400000,23/10/1994
717,13,25,33,37,40,43,30,2400000,19/10/1994
716,4,5,7,17,22,31,44,2200000,16/10/1994
715,2,11,13,24,29,31,36,2000000,12/10/94
714,8,27,33,38,39,43,20,11500000,9/10/94
713,3,7,8,18,22,44,6,9700000,5/10/94
712,6,14,26,33,38,39,43,8200000,2/10/94
711,6,14,16,28,29,41,22,7000000,28/09/1994
710,2,10,19,25,33,37,5,6000000,25/09/1994
709,20,27,30,34,38,40,32,5000000,21/09/1994
708,13,20,28,29,38,44,32,4000000,18/09/1994
707,1,19,21,28,39,40,16,3200000,14/09/1994
706,7,17,18,24,32,42,14,2400000,11/9/94
705,17,24,25,28,37,44,29,2200000,7/9/94
704,8,12,13,22,24,35,33,2000000,4/9/94
703,7,13,21,23,32,35,20,7000000,31/08/1994
702,1,2,25,32,38,39,3,6000000,28/08/1994
701,9,11,25,26,34,39,31,5000000,24/08/1994
700,3,4,12,14,31,41,36,4000000,21/08/1994
699,2,4,6,11,30,42,5,3000000,17/08/1994
698,2,20,24,27,37,40,6,2400000,14/08/1994
697,9,13,19,24,25,28,44,2200000,10/8/94
696,16,25,29,30,32,34,7,2000000,7/8/94
695,8,9,11,32,37,38,1,3000000,3/8/94
694,4,5,10,17,18,42,25,2400000,31/07/1994
693,9,10,11,12,16,37,22,2200000,27/07/1994
692,8,14,24,34,38,43,27,2000000,24/07/1994
691,7,15,20,29,31,35,11,8800000,20/07/1994
690,1,3,20,30,31,43,28,7500000,17/07/1994
689,2,6,23,29,40,41,1,6500000,13/07/1994
688,14,15,20,26,27,39,6,5500000,10/7/94
687,3,16,17,22,28,42,13,4500000,6/7/94
686,16,26,27,33,38,44,37,3700000,3/7/94
685,15,20,27,32,38,42,30,3000000,29/06/1994
684,7,9,14,16,27,42,10,2400000,26/06/1994
683,6,14,17,22,25,38,23,2200000,22/06/1994
682,9,18,20,33,34,37,19,2000000,19/06/1994
681,5,15,20,28,29,44,40,2400000,15/06/1994
680,3,6,13,24,29,42,21,2200000,12/6/94
679,3,8,15,22,24,26,34,2000000,8/6/94
678,2,4,6,9,23,33,12,2000000,5/6/94
677,1,14,25,31,38,42,15,2400000,1/6/94
676,3,6,8,11,31,38,4,2200000,29/05/1994
675,6,21,25,35,38,41,32,2000000,25/05/1994
674,9,11,12,21,25,30,40,2400000,22/05/1994
673,3,6,8,18,19,43,32,2200000,18/05/1994
672,5,17,21,39,42,44,16,2000000,15/05/1994
671,1,4,14,20,30,38,11,2200000,11/5/94
670,1,3,8,26,37,43,23,2000000,8/5/94
669,6,8,29,31,35,36,33,6500000,4/5/94
668,1,14,17,30,31,41,4,5500000,1/5/94
667,4,8,31,36,37,41,19,4500000,27/04/1994
666,1,6,13,29,30,43,25,3500000,24/04/1994
665,2,10,11,12,31,37,40,2500000,20/04/1994
664,6,11,23,32,34,42,33,2200000,17/04/1994
663,4,5,20,21,33,40,31,2000000,13/04/1994
662,5,11,17,26,34,36,3,7500000,10/4/94
661,6,14,19,24,30,31,5,6200000,6/4/94
660,4,12,15,36,42,44,7,5200000,3/4/94
659,13,25,30,35,42,43,16,4200000,30/03/1994
658,3,8,10,12,13,16,41,3400000,27/03/1994
657,7,11,14,17,25,43,26,2600000,23/03/1994
656,1,7,16,31,36,42,5,2200000,20/03/1994
655,2,6,12,22,33,36,9,2000000,16/03/1994
654,5,12,22,32,39,42,18,2000000,13/03/1994
653,6,9,16,23,33,35,37,2200000,9/3/94
652,9,15,20,22,23,36,35,2000000,6/3/94
651,3,6,22,26,31,36,2,19500000,2/3/94
650,20,28,30,40,41,43,25,16600000,27/02/1994
649,5,8,22,31,33,44,11,14600000,23/02/1994
648,14,15,30,35,41,42,7,12800000,20/02/1994
647,7,20,24,34,37,44,33,11000000,16/02/1994
646,16,17,22,27,37,41,34,9500000,13/02/1994
645,23,25,29,36,43,44,42,8200000,9/2/94
644,16,21,35,36,39,40,44,7000000,6/2/94
643,7,8,11,27,34,44,10,6000000,2/2/94
642,12,13,14,22,32,38,37,5000000,30/01/1994
641,16,23,27,28,32,40,33,4000000,26/01/1994
640,3,5,18,25,34,42,35,3000000,23/01/1994
639,2,11,17,20,35,43,25,2400000,19/01/1994
638,1,19,26,33,35,38,8,2200000,16/01/1994
637,12,24,28,36,38,42,23,2000000,12/1/94
636,3,11,16,23,34,43,35,2200000,9/1/94
635,25,29,36,37,39,41,32,2000000,5/1/94
634,7,13,18,21,36,40,12,2000000,2/1/94
633,1,5,6,9,23,24,15,12400000,29/12/1993
632,2,8,9,11,12,28,32,11000000,26/12/1993
631,2,14,15,20,36,37,13,9600000,22/12/1993
630,4,12,13,26,33,40,37,8300000,19/12/1993
629,1,4,7,24,25,38,12,7200000,15/12/1993
628,5,12,22,24,30,38,31,6300000,12/12/93
627,5,15,17,36,38,44,35,5200000,8/12/93
626,6,10,12,15,23,36,44,4300000,5/12/93
625,1,5,7,10,16,41,20,3600000,1/12/93
624,18,19,20,31,37,41,2,3000000,28/11/1993
623,17,25,31,33,35,38,42,2400000,24/11/1993
622,10,20,25,39,41,42,6,2200000,21/11/1993
621,7,12,18,27,32,38,23,2000000,17/11/1993
620,3,21,39,40,41,44,32,6000000,14/11/1993
619,11,15,25,26,32,43,39,5000000,10/11/93
618,18,27,32,35,38,39,12,4200000,7/11/93
617,11,13,24,32,34,38,37,3400000,3/11/93
616,5,16,20,21,25,43,36,2800000,31/10/1993
615,7,22,29,34,37,42,44,2400000,27/10/1993
614,11,15,26,28,34,43,24,2200000,24/10/1993
613,15,19,20,28,29,31,9,2200000,20/10/1993
612,4,8,20,24,27,41,26,2200000,17/10/1993
611,7,13,22,23,27,43,17,2000000,13/10/1993
610,2,5,11,17,31,43,28,2400000,10/10/93
609,3,6,10,26,29,40,27,2200000,6/10/93
608,7,9,11,20,28,31,1,2000000,3/10/93
607,5,13,16,20,28,38,40,7600000,29/09/1993
606,6,9,19,28,32,33,11,6500000,26/09/1993
605,15,16,17,19,35,37,29,5600000,22/09/1993
604,6,10,16,24,26,44,21,4700000,19/09/1993
603,3,4,6,8,25,43,28,3800000,15/09/1993
602,1,17,19,20,27,29,4,3000000,12/9/93
601,1,22,34,36,38,41,20,2400000,8/9/93
600,4,15,19,29,42,44,27,2200000,5/9/93
599,8,13,17,23,30,37,16,2000000,1/9/93
598,3,17,24,27,32,43,44,7700000,29/08/1993
597,4,9,18,20,31,38,29,6700000,25/08/1993
596,1,10,17,23,31,33,13,5700000,22/08/1993
595,9,23,25,30,37,43,40,4700000,18/08/1993
594,9,24,30,31,38,39,17,3800000,15/08/1993
593,5,15,31,32,38,42,27,3000000,11/8/93
592,20,26,29,38,43,44,17,2400000,8/8/93
591,4,15,26,35,36,38,25,2200000,4/8/93
590,7,12,21,30,31,40,24,2000000,1/8/93
589,15,20,28,32,33,39,16,2200000,28/07/1993
588,6,12,14,16,30,42,5,2000000,25/07/1993
587,1,5,9,23,24,36,21,2400000,21/07/1993
586,3,9,11,26,38,44,4,2200000,18/07/1993
585,7,13,17,36,37,40,6,2000000,14/07/1993
584,1,9,24,28,39,40,21,10700000,11/7/93
583,3,8,9,17,31,39,41,9400000,7/7/93
582,8,23,35,37,38,39,31,8200000,4/7/93
581,4,10,12,30,33,39,9,7200000,30/06/1993
580,9,22,26,34,40,41,21,60000000,27/06/1993
579,1,6,22,25,28,35,10,4800000,23/06/1993
578,20,25,29,31,32,37,43,38000000,20/06/1993
577,5,31,36,38,43,44,3,2800000,16/06/1993
576,2,3,18,26,29,33,4,2200000,13/06/1993
575,8,16,18,20,23,30,17,2000000,9/6/93
574,1,6,16,20,23,27,34,16000000,6/6/93
573,5,15,16,17,36,38,1,13500000,2/6/93
572,1,15,25,29,30,38,42,11000000,30/05/1993
571,17,18,25,30,31,40,28,9300000,26/05/1993
570,2,7,23,36,37,38,11,7800000,23/05/1993
569,3,11,15,20,22,27,29,6400000,19/05/1993
568,5,23,26,27,37,39,11,5200000,16/05/1993
567,1,10,28,33,41,44,31,4200000,12/5/93
566,6,11,13,16,26,43,21,2800000,9/5/93
565,6,12,16,26,33,35,9,2800000,5/5/93
564,3,9,24,30,35,38,33,2200000,2/5/93
563,10,26,30,35,41,44,29,2000000,28/04/1993
562,4,5,10,14,19,21,12,2000000,25/04/1993
561,7,14,20,25,33,38,9,4500000,21/04/1993
560,1,5,20,25,28,42,22,3800000,18/04/1993
559,2,6,8,9,34,36,39,2800000,14/04/1993
558,5,17,28,32,37,42,38,2200000,11/4/93
557,14,15,27,31,35,42,13,2000000,7/4/93
556,2,9,22,27,33,35,11,2000000,4/4/93
555,1,5,8,10,35,39,6,5500000,31/03/1993
554,5,6,20,25,35,39,38,4600000,28/03/1993
553,9,13,14,19,20,29,6,3400000,24/03/1993
552,4,5,19,23,31,36,9,2700000,21/03/1993
551,4,15,22,24,34,38,2,2000000,17/03/1993
550,3,10,13,14,30,37,27,1200000,14/03/1993
549,4,13,17,28,38,39,15,1000000,10/3/93
548,2,15,20,21,24,25,34,1000000,7/3/93
547,1,2,4,10,34,38,26,1200000,3/3/93
546,6,8,18,20,36,37,31,1000000,28/02/1993
545,3,5,7,11,12,33,10,2000000,24/02/1993
544,15,18,20,23,24,36,9,1300000,21/02/1993
543,4,9,13,14,21,23,36,1000000,17/02/1993
542,2,8,9,14,25,26,18,1300000,14/02/1993
541,4,5,13,18,22,30,38,1000000,10/2/93
540,3,11,14,26,28,32,25,1000000,7/2/93
539,10,16,17,24,32,33,20,1300000,3/2/93
538,2,6,9,17,22,31,29,1000000,31/01/1993
537,2,5,13,27,32,34,29,2000000,27/01/1993
536,15,16,22,26,33,39,34,1300000,24/01/1993
535,4,5,14,15,17,19,34,1000000,21/01/1993
534,6,8,10,12,17,21,36,1300000,17/01/1993
533,16,18,23,33,36,39,7,1000000,13/01/1993
532,9,13,14,27,34,36,35,2500000,10/1/93
531,1,2,8,25,27,37,36,1900000,6/1/93
530,13,14,22,29,31,34,30,1300000,3/1/93
529,5,8,12,16,19,22,10,1000000,30/12/1992
528,1,24,28,33,35,36,37,3500000000,27/12/1992
527,12,15,27,34,35,39,31,2700000000,23/12/1992
526,4,7,18,25,32,34,27,2000000000,20/12/1992
525,8,20,27,28,35,39,9,1300000000,16/12/1992
524,2,13,14,23,29,35,15,1000000000,13/12/1992
523,12,21,24,28,37,38,2,1300000000,9/12/92
522,12,17,18,25,26,36,15,1000000000,6/12/92
521,6,8,17,26,34,35,9,4400000000,2/12/92
520,3,6,7,26,27,35,4,3500000000,29/11/1992
519,9,14,17,23,30,36,4,2700000000,25/11/1992
518,4,10,13,27,36,37,30,2000000000,22/11/1992
517,9,13,14,22,25,26,29,1300000000,18/11/1992
516,7,9,23,24,30,32,26,1000000000,15/11/1992
515,20,26,30,31,36,39,6,3500000000,11/11/92
514,8,13,18,22,28,36,26,2800000000,8/11/92
513,2,15,28,31,32,33,22,2000000000,4/11/92
512,1,10,12,23,33,34,38,1300000000,1/11/92
511,6,20,30,32,34,38,2,1000000000,28/10/1992
510,1,4,11,18,32,39,13,2200000000,25/10/1992
509,8,19,24,29,33,38,30,1500000000,21/10/1992
508,2,8,17,19,29,32,34,1000000000,18/10/1992
507,3,4,7,8,14,22,20,2200000000,14/10/1992
506,6,10,23,24,35,36,11,1500000000,11/10/92
505,4,5,10,19,25,31,13,1000000000,7/10/92
504,8,21,26,28,33,35,18,8000000000,4/10/92
503,8,17,21,23,27,29,11,6300000000,30/09/1992
502,17,20,21,24,31,39,10,5200000000,27/09/1992
501,6,9,10,20,33,35,7,4000000000,23/09/1992
500,1,17,24,29,37,38,31,3300000000,20/09/1992
499,7,12,14,16,22,35,11,2600000000,16/09/1992
498,2,5,9,18,26,31,29,2000000000,13/09/1992
497,1,8,18,25,29,30,37,1300000000,9/9/92
496,8,19,22,33,36,38,21,1000000000,6/9/92
495,2,7,12,21,24,26,29,1500000000,2/9/92
494,2,5,7,8,17,26,23,1000000000,30/08/1992
493,7,11,20,26,29,34,19,3300000000,26/08/1992
492,1,5,13,15,18,30,3,2700000000,23/08/1992
491,7,10,13,14,17,29,28,2000000000,19/08/1992
490,2,4,7,15,30,36,34,1500000000,16/08/1992
489,5,7,12,13,19,21,2,1000000000,12/8/92
488,3,9,28,30,32,37,13,1000000000,9/8/92
487,11,14,15,19,21,27,10,1500000000,5/8/92
486,2,15,16,33,35,38,19,1000000000,2/8/92
485,2,13,18,30,33,38,31,2000000000,29/07/1992
484,1,15,18,29,33,34,31,1500000000,26/07/1992
483,4,12,13,18,24,35,27,1000000000,22/07/1992
482,9,11,12,28,32,35,13,3000000000,19/07/1992
481,1,3,16,24,34,38,27,2000000000,15/07/1992
480,1,14,17,20,30,33,39,1500000000,12/7/92
479,2,8,21,28,32,38,17,1000000000,8/7/92
478,7,10,14,18,21,27,31,3000000000,5/7/92
477,7,8,19,20,24,32,16,2000000000,1/7/92
476,4,6,7,9,13,39,37,1500000000,28/06/1992
475,9,15,21,28,32,38,27,1000000000,24/06/1992
474,1,4,14,18,20,26,21,4000000000,21/06/1992
473,5,8,16,17,24,25,39,3000000000,17/06/1992
472,2,9,11,27,30,32,31,2200000000,14/06/1992
471,4,7,14,20,27,34,31,1500000000,10/6/92
470,2,6,8,9,10,14,32,1000000000,7/6/92
469,4,13,20,21,24,29,36,6000000000,3/6/92
468,1,2,13,19,29,38,6,5000000000,31/05/1992
467,1,4,12,14,24,29,26,4000000000,27/05/1992
466,1,10,19,25,32,33,26,3000000000,24/05/1992
465,16,18,20,29,30,35,1,2000000000,20/05/1992
464,3,6,30,36,37,38,11,1000000000,17/05/1992
463,5,22,27,31,33,39,11,1000000000,13/05/1992
462,3,8,14,19,32,35,22,1000000000,10/5/92
461,1,4,25,27,37,39,11,1000000000,6/5/92
460,7,13,21,29,30,34,11,1000000000,3/5/92
459,1,6,27,28,31,32,18,1500000000,29/04/1992
458,2,6,13,14,32,33,11,1000000000,26/04/1992
457,1,6,10,13,28,30,24,1000000000,22/04/1992
456,1,6,7,23,25,35,37,1000000000,19/04/1992
455,6,8,9,11,25,29,3,12000000000,15/04/1992
454,1,8,10,22,29,36,38,10500000000,12/4/92
453,13,15,16,22,37,38,1,8800000000,8/4/92
452,13,16,27,36,37,39,31,7500000000,5/4/92
451,1,8,10,14,15,34,39,6000000000,1/4/92
450,3,8,12,24,27,32,11,5000000000,29/03/1992
449,6,17,29,32,33,38,21,4000000000,25/03/1992
448,3,15,17,18,20,36,11,3000000000,22/03/1992
447,4,20,22,28,31,37,32,2200000000,18/03/1992
446,3,11,16,18,20,23,22,1500000000,15/03/1992
445,8,18,19,22,35,38,3,1000000000,11/3/92
444,1,9,11,18,32,37,25,3500000000,8/3/92
443,3,16,18,25,26,32,33,2500000000,4/3/92
442,1,14,17,23,26,35,39,1000000000,1/3/92
441,9,12,15,17,29,38,39,1000000000,26/02/1992
440,1,4,9,23,25,30,21,8500000000,23/02/1992
439,3,6,21,28,30,36,7,6500000000,19/02/1992
438,2,6,11,19,31,35,5,5000000000,16/02/1992
437,17,20,21,22,23,29,34,3500000000,12/2/92
436,3,9,11,21,22,35,30,2700000000,9/2/92
435,2,3,11,16,25,34,20,2000000000,5/2/92
434,1,17,18,21,23,36,38,1500000000,2/2/92
433,2,3,9,23,25,26,8,500000000,29/01/1992
432,2,19,21,27,28,29,22,500000000,26/01/1992
431,1,2,3,4,30,37,39,500000000,22/01/1992
430,1,5,11,19,26,33,14,1000000000,19/01/1992
429,7,14,15,17,29,33,25,700000000,15/01/1992
428,10,22,27,33,34,36,21,500000000,12/1/92
427,15,19,24,30,33,34,18,500000000,8/1/92
426,10,11,13,16,30,38,14,500000000,5/1/92
425,11,13,17,26,36,39,2,500000000,1/1/92
424,10,11,12,13,31,39,9,1400000000,29/12/1991
423,1,3,5,24,30,34,7,1200000000,25/12/1991
422,4,16,17,20,30,37,5,950000000,22/12/1991
421,2,6,21,26,28,32,25,700000000,18/12/1991
420,3,8,32,33,35,37,17,500000000,15/12/1991
419,5,12,14,19,37,39,10,500000000,11/12/91
418,7,11,14,18,36,39,33,500000000,8/12/91
417,8,9,14,20,24,39,26,500000000,4/12/91
416,7,9,14,15,22,23,27,500000000,1/12/91
415,12,13,16,19,24,28,20,500000000,27/11/1991
414,4,7,12,16,28,37,19,1200000000,24/11/1991
413,5,10,13,17,19,36,26,950000000,20/11/1991
412,17,19,24,27,28,38,37,750000000,17/11/1991
411,10,12,17,19,31,34,4,500000000,13/11/1991
410,8,10,14,18,19,38,22,500000000,10/11/91
409,3,9,12,19,26,38,13,500000000,6/11/91
408,6,7,14,27,30,36,11,500000000,3/11/91
407,1,6,15,23,27,29,32,500000000,30/10/1991
406,1,8,12,27,32,38,30,750000000,27/10/1991
405,9,13,16,24,26,27,17,500000000,23/10/1991
404,2,3,19,22,34,39,30,500000000,20/10/1991
403,4,22,25,30,32,33,12,500000000,16/10/1991
402,9,13,25,34,37,39,12,500000000,13/10/1991
401,4,8,20,25,27,38,13,500000000,9/10/91
400,4,11,16,22,33,34,24,1350000000,6/10/91
399,8,9,13,15,20,24,36,1000000000,2/10/91
398,8,12,18,26,36,37,17,800000000,29/09/1991
397,8,23,27,32,35,38,24,500000000,25/09/1991
396,2,6,8,27,33,37,21,500000000,22/09/1991
395,2,7,19,25,28,32,38,500000000,18/09/1991
394,6,9,13,14,32,37,26,800000000,15/09/1991
393,5,9,12,19,22,35,32,500000000,11/9/91
392,1,22,31,34,36,37,8,500000000,8/9/91
391,5,9,12,23,27,35,33,1300000000,4/9/91
